사무명,질문
검역시행장 지정(변경) 신청,3. 검역시설이 설치된 대지의 소유권을 증명하는 서류는 어떤 종류의 문서가 필요한지 알고 싶습니다.
검역시행장 지정(변경) 신청,"4. 검역시행장 변경 신청을 할 경우, 변경사항을 확인할 수 있는 서류는 어떤 것이어야 하는지 설명해 주실 수 있나요?"
검역시행장 지정(변경) 신청,"5. 수산질병관리사 면허증 사본을 제출해야 하는데, 이 면허증이 필요한 이유와 함께 어떤 형식으로 제출해야 하는지 궁금합니다."
파견검역 요청,"1. 수산생물을 수입하기 위해 파견검역 요청을 하려고 하는데, 파견검역 요청서 외에 어떤 서류를 추가로 제출해야 하나요?"
파견검역 요청,2. 수출국에서 수산생물을 검역받기 위해 필요한 지정검역물 반입계획서는 어떻게 작성해야 하나요?
파견검역 요청,3. 수산생물검역관이 요구하는 시설 및 장비의 제공 확인서를 받으려면 어떤 절차를 따라야 하나요?
파견검역 요청,4. 파견검역 요청을 위해 제출해야 하는 지정검역물을 보관하고 있는 장소의 시설현황 및 위치도는 어떤 형식으로 준비해야 하나요?
파견검역 요청,"5. 수산생물의 이식승인서를 제출해야 하는 경우, 이식승인서 사본은 어디에서 발급받을 수 있나요?"
부정축산물 신고 포상금 지급신청,"1. 부정축산물 신고를 통해 포상금을 신청하고 싶은데, 신고 확인서와 사건의 공소제기 증명서류는 어떻게 발급받아야 하나요?"
부정축산물 신고 포상금 지급신청,"2. 부정축산물 가공업체를 신고했는데, 포상금 지급신청을 위해 필요한 서류는 어떤 것들이 있는지 궁금합니다."
부정축산물 신고 포상금 지급신청,"3. 축산물위생관리법에 따라 부정축산물 신고 포상금을 신청하려면, 관할 시장·군수·구청장이 발행하는 가축의 시가 증명서류는 어떻게 확보할 수 있나요?"
부정축산물 신고 포상금 지급신청,4. 부정축산물 신고 후 포상금을 지급받기 위해 제출해야 하는 검거확인서는 어떤 기관에서 발급받아야 하는지 알고 싶습니다.
부정축산물 신고 포상금 지급신청,5. 포상금 지급신청을 위해 필요한 사건의 공소장 사본은 어디에서 요청할 수 있는지 안내받고 싶습니다.
원양어업관련사업 신고(변경신고),"1. 원양어업 관련 사업을 운영 중인데, 계약상대방을 변경하려면 어떤 구비서류를 제출해야 하나요?"
원양어업관련사업 신고(변경신고),"2. 원양어업 관련종류를 변경하고 싶은데, 변경신고를 하려면 사업계획서 외에 어떤 서류가 필요한가요?"
원양어업관련사업 신고(변경신고),"3. 원양어업관련사업 신고를 변경하려고 하는데, 변경사유서를 작성할 때 어떤 내용을 포함해야 하는지 궁금합니다."
원양어업관련사업 신고(변경신고),4. 원양어업 관련 사업의 투자비율을 변경하고 싶습니다. 이 경우 어떤 절차를 따라야 하는지 알고 싶습니다.
원양어업관련사업 신고(변경신고),"5. 원양어업관련사업 신고(변경신고)를 해양수산부에 방문하여 제출하려고 하는데, 접수 후 처리 기간은 얼마나 걸리나요?"
시험어업 신청(원양),"1. 해외수역에서 새로운 어구 어법을 개발하기 위해 시험어업을 신청하려고 하는데, 사업계획서 외에 어떤 구비서류가 필요한가요?"
시험어업 신청(원양),"2. 원양산업발전법에 따라 시험어업 신청을 하려면, 수면의 위치 및 구역도를 어떻게 작성해야 하는지 궁금합니다."
시험어업 신청(원양),"3. 시험어업 신청서를 제출하기 위해 해양수산부 원양산업과에 방문할 계획인데, 접수 시 필요한 기본서류는 무엇인지 확인하고 싶습니다."
시험어업 신청(원양),"4. 법인으로 시험어업을 신청하려고 하는데, 법인등기사항증명서 외에 추가로 제출해야 할 서류가 있는지 알고 싶습니다."
시험어업 신청(원양),5. 시험어업 신청을 위해 필요한 선박국적증서와 선박검사증서의 사본은 각각 몇 부를 제출해야 하는지 궁금합니다.
"원양어업 신고(폐업 등, 휴업, 휴업기간 연장, 개시)","1. 원양어업을 휴업하고자 하는데, 원양어업허가증을 제출해야 하는지 궁금합니다. 만약 제출할 수 없다면 어떤 사유서를 작성해야 하나요?"
"원양어업 신고(폐업 등, 휴업, 휴업기간 연장, 개시)","2. 원양어업 신고를 통해 휴업기간을 연장하려고 하는데, 필요한 서류는 무엇인지 알고 싶습니다."
"원양어업 신고(폐업 등, 휴업, 휴업기간 연장, 개시)","3. 원양어업을 폐업하려고 하는데, 원양어업허가증을 반납할 수 없는 경우 어떤 절차를 따라야 하는지 안내받고 싶습니다."
"원양어업 신고(폐업 등, 휴업, 휴업기간 연장, 개시)","4. 원양어업을 새로 개시하고자 하는데, 신고서 작성 시 주의해야 할 점이 있을까요?"
"원양어업 신고(폐업 등, 휴업, 휴업기간 연장, 개시)","5. 원양어업 신고를 해양수산부에 우편으로 제출하려고 하는데, 어떤 주소로 보내야 하는지 확인할 수 있을까요?"
원양어업허가증 재발급 신청,"1. 원양어업허가증을 분실했는데, 재발급 신청을 위해 어떤 절차를 따라야 하는지 궁금합니다."
원양어업허가증 재발급 신청,"2. 원양어업허가증이 훼손되어 재발급을 신청하려고 하는데, 기본서류로 어떤 것을 제출해야 하는지 알려주세요."
원양어업허가증 재발급 신청,"3. 원양어업허가증 재발급 신청을 해양수산부에 방문하여 하고 싶은데, 신청서 양식은 어디에서 받을 수 있나요?"
원양어업허가증 재발급 신청,"4. 원양어업허가증을 재발급받기 위해 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 확인하고 싶습니다."
원양어업허가증 재발급 신청,"5. 원양어업허가증 재발급 신청을 우편으로 하고 싶은데, 어떤 주소로 보내야 하는지 안내해 주실 수 있나요?"
원양어업허가사항 변경신고,1. 원양어업허가를 받은 후 주소가 변경되어 원양어업허가사항 변경신고를 하려면 어떤 서류를 제출해야 하나요?
원양어업허가사항 변경신고,"2. 원양어업허가사항 변경신고를 위해 해양수산부에 방문하려고 하는데, 필요한 기본서류는 무엇인지 알고 싶습니다."
원양어업허가사항 변경신고,3. 원양어업허가증을 가지고 있는 상태에서 성명 변경을 신고하려면 어떤 절차를 따라야 하나요?
원양어업허가사항 변경신고,"4. 원양어업허가사항 변경신고를 우편으로 제출할 경우, 신고서 외에 어떤 서류를 동봉해야 하는지 궁금합니다."
원양어업허가사항 변경신고,5. 원양어업허가사항 변경신고를 위해 필요한 변경사실을 증명하는 서류는 어떤 종류가 있는지 알고 싶습니다.
원양어업허가사항 변경허가 신청,"1. 원양어업허가를 받은 후 조업구역을 변경하고 싶어하는데, 원양어업허가사항 변경허가 신청을 위해 제출해야 할 변경사실을 증명하는 서류는 어떤 것이 있나요?"
원양어업허가사항 변경허가 신청,2. 원양어업허가사항 변경허가 신청을 하려면 원양어업허가증 외에 어떤 기본서류가 필요한지 알고 싶습니다.
원양어업허가사항 변경허가 신청,"3. 원양어업허가사항 변경허가 신청을 위해 해양수산부 원양산업과에 방문하려고 하는데, 접수 방법에 대한 구체적인 절차가 궁금합니다."
원양어업허가사항 변경허가 신청,"4. 원양어업허가사항 변경허가 신청을 위해 제출할 신청서는 어디서 받을 수 있으며, 별지서식 1호는 어떤 형식으로 작성해야 하나요?"
원양어업허가사항 변경허가 신청,"5. 원양어업허가사항 변경허가 신청을 할 때 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있는지 확인하고 싶습니다."
원양어업허가 유예신청,1. 제 선박이 침몰하여 원양어업허가 유예신청을 하려면 어떤 서류를 제출해야 하나요?
원양어업허가 유예신청,"2. 원양어업허가를 받은 후 선박의 행방이 분명치 않은 경우, 원양어업허가 유예신청은 어떻게 진행해야 하나요?"
원양어업허가 유예신청,"3. 해양수산부에 원양어업허가 유예신청을 하려면 방문, 우편, 민원우편 중 어떤 방법이 가장 효율적인가요?"
원양어업허가 유예신청,4. 원양어업허가 유예신청을 위한 기본서류에는 어떤 내용이 포함되어야 하나요?
원양어업허가 유예신청,"5. 원양어업허가 유예신청을 할 때 수수료가 없다고 들었는데, 이와 관련된 추가 비용이 발생하는 경우가 있나요?"
수출입목재 열처리업 등록증 재발급 신청,"1. 수출입목재 열처리업 등록증을 잃어버렸는데, 재발급을 받기 위해 어떤 절차를 따라야 하나요?"
수출입목재 열처리업 등록증 재발급 신청,"2. 수출입목재 열처리업 등록증의 내용이 변경되어 재발급을 신청하려고 하는데, 어떤 증명서류를 제출해야 하나요?"
수출입목재 열처리업 등록증 재발급 신청,"3. 열처리업자 지위를 승계받은 경우, 수출입목재 열처리업 등록증 재발급을 위해 어떤 서류가 필요한가요?"
수출입목재 열처리업 등록증 재발급 신청,"4. 수출입목재 열처리업 등록증 재발급 신청을 위해 농림축산검역본부에 방문할 때, 어떤 구비서류를 챙겨가야 하나요?"
수출입목재 열처리업 등록증 재발급 신청,5. 수출입목재 열처리업 등록증 재발급 신청을 인터넷으로 하려면 어떤 절차를 따라야 하는지 궁금합니다.
수출입목재 열처리업 등록신청,"1. 수출입목재 열처리업 등록을 위해 필요한 인력, 시설, 장비 현황을 증명할 수 있는 자격증과 도면은 어떻게 준비해야 하나요?"
수출입목재 열처리업 등록신청,2. 제가 운영할 열처리시설의 사용권을 증명할 수 있는 서류는 어떤 종류가 필요한지 궁금합니다.
수출입목재 열처리업 등록신청,3. 수출입목재 열처리업 등록신청을 위해 제출해야 하는 목재중심부 및 열처리시설 내 온도측정장비 교정 성적서는 어디서 발급받을 수 있나요?
수출입목재 열처리업 등록신청,"4. 수출입목재 열처리업 등록신청서를 작성할 때, 건물등기부등본과 사업자등록증명은 반드시 제출해야 하나요?"
수출입목재 열처리업 등록신청,"5. 수출입목재 열처리업 등록신청을 위해 농림축산검역본부에 방문할 경우, 어떤 서류를 지참해야 하는지 알려주실 수 있나요?"
양식업 허가,"1. 양식업 허가를 신청하려고 하는데, 시설의 계획서와 배치도를 어떻게 준비해야 하나요?"
양식업 허가,2. 제가 임차한 시설을 사용하여 양식업 허가를 받으려면 임차 사실을 증명할 수 있는 서류는 어떤 것이 필요한가요?
양식업 허가,3. 양식업 허가를 위해 제출해야 하는 구비서류 중에서 법인 등기사항 증명서는 언제 필요하나요?
양식업 허가,"4. 양식업 허가를 신청할 때 수수료는 어떻게 결정되며, 조례별 수수료는 어디에서 확인할 수 있나요?"
양식업 허가,"5. 양식업 허가를 신청하고 처리되는 데 걸리는 총 기간은 얼마나 되며, 시.군.구에서의 접수는 어떻게 이루어지나요?"
교육과정 인증 신청,1. 교육과정 인증 신청을 위해 필요한 교육시설 현황자료와 강사 개인별 이력서를 어떻게 준비해야 하나요?
교육과정 인증 신청,2. 농림축산식품부 농촌경제과에 교육과정 인증 신청서를 제출하려면 방문 시 어떤 절차를 따라야 하나요?
교육과정 인증 신청,"3. 교육과정 인증 신청을 위해 사업자등록증명원이 필요한데, 이 서류는 어디서 발급받을 수 있나요?"
교육과정 인증 신청,"4. 교육과정 인증 신청 시 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 궁금합니다."
교육과정 인증 신청,"5. 교육과정 인증 신청 후 처리 기간이 180일이라고 하는데, 이 기간 동안 신청 상태를 어떻게 확인할 수 있나요?"
농어촌체험·휴양마을 사업자 (변경)지정,"1. 농어촌체험·휴양마을 사업자 변경지정을 신청하려고 하는데, 변경내용을 증명할 수 있는 서류는 어떤 것이 필요한가요?"
농어촌체험·휴양마을 사업자 (변경)지정,2. 농어촌체험·휴양마을 사업자 지정을 위해 마을협의회 규약과 동의서 외에 어떤 서류를 제출해야 하는지 궁금합니다.
농어촌체험·휴양마을 사업자 (변경)지정,"3. 농어촌체험·휴양마을 사업자 지정신청서를 제출할 때, 마을협의회 구성원의 과반수가 농업인임을 확인할 수 있는 서류는 어떻게 준비해야 하나요?"
농어촌체험·휴양마을 사업자 (변경)지정,"4. 농어촌체험·휴양마을 사업자 변경지정 신청서 제출 후 처리 기간이 15일이라고 하는데, 이 기간 동안 어떤 절차가 진행되는지 알고 싶습니다."
농어촌체험·휴양마을 사업자 (변경)지정,5. 농어촌체험·휴양마을 사업자 지정 신청을 위해 사업계획서에 포함해야 할 운영자금 조달계획은 어떤 형식으로 작성해야 하는지 궁금합니다.
교육프로그램 인증 신청,"1. 도농교류 교육프로그램 인증을 신청하려고 하는데, 인증을 받으려는 교육프로그램에 대한 구체적인 내용을 어떻게 작성해야 하나요?"
교육프로그램 인증 신청,2. 농림축산식품부의 농촌경제과에 도농교류 교육프로그램 인증 신청서를 제출하려면 어떤 형식으로 방문하거나 우편으로 접수해야 하나요?
교육프로그램 인증 신청,"3. 도농교류 교육프로그램 인증 신청을 위해 사업자등록증명원도 제출해야 하는데, 이 서류는 어떻게 준비해야 할까요?"
교육프로그램 인증 신청,"4. 도농교류 교육프로그램 인증 신청 시, 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 궁금합니다."
교육프로그램 인증 신청,"5. 도농교류 교육프로그램 인증 신청 후 처리 기간이 180일이라고 하는데, 이 기간 동안 신청 상태를 어떻게 확인할 수 있나요?"
동물등록증 재발급 신청,"1. 잃어버린 동물등록증을 재발급받으려고 하는데, 시장에게 제출해야 하는 재발급 신청서는 어떻게 작성해야 하나요?"
동물등록증 재발급 신청,"2. 동물등록증이 헐어서 사용할 수 없게 되었는데, 재발급 신청을 위해 어떤 구비서류가 필요한가요?"
동물등록증 재발급 신청,"3. 동물등록증 재발급 신청을 방문으로 진행하려고 하는데, 접수 후 처리 기간은 얼마나 걸리는지 궁금합니다."
동물등록증 재발급 신청,"4. 동물등록증 재발급을 위해 대리인이 신청할 경우, 어떤 절차를 따라야 하는지 알고 싶습니다."
동물등록증 재발급 신청,"5. 동물등록증 재발급 신청 시 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있는지 확인하고 싶습니다."
"동물장묘업 휴업, 폐업, 재개업 신고","1. 동물장묘업을 운영하고 있는데, 휴업을 신고하려면 어떤 절차를 따라야 하나요?"
"동물장묘업 휴업, 폐업, 재개업 신고","2. 동물장묘업을 폐업하려고 하는데, 허가증 원본이 필요하다고 들었는데, 분실한 경우에는 어떻게 신고해야 하나요?"
"동물장묘업 휴업, 폐업, 재개업 신고","3. 동물장묘업을 재개하려고 하는데, 신고서를 어디에서 받을 수 있고, 어떤 방식으로 제출해야 하나요?"
"동물장묘업 휴업, 폐업, 재개업 신고","4. 동물장묘업의 휴업 신고를 하기 위해 필요한 서류는 따로 없다고 하셨는데, 혹시 신고서 양식은 어디서 확인할 수 있나요?"
"동물장묘업 휴업, 폐업, 재개업 신고","5. 동물장묘업을 운영 중인데, 영업을 재개하려면 특별자치시장에게 신고해야 한다고 들었는데, 구체적으로 어떤 내용을 포함해야 하나요?"
동물생산업 변경허가신청·변경신고,"1. 동물생산업의 허가증을 변경하려고 하는데, 변경허가 신청서 외에 어떤 서류를 제출해야 하는지 궁금합니다."
동물생산업 변경허가신청·변경신고,"2. 동물생산업의 경미한 사항을 변경하고자 할 때, 변경신고를 하기 위해서는 어떤 서류가 필요한가요?"
동물생산업 변경허가신청·변경신고,"3. 동물생산업의 변경허가를 신청할 때, 수수료가 얼마인지 알고 싶습니다. 변경허가와 변경신고의 수수료가 다르다고 들었는데 맞나요?"
동물생산업 변경허가신청·변경신고,"4. 동물생산업의 변경허가를 신청하려고 하는데, 신청서를 어디에 제출해야 하는지 접수 방법에 대해 자세히 알고 싶습니다."
동물생산업 변경허가신청·변경신고,"5. 동물생산업의 변경신고를 위해 필요한 주민등록표 초본을 제출해야 하는데, 법인인 경우에는 어떤 서류를 제출해야 하는지 궁금합니다."
동물판매업(일반) 허가 신청,"1. 반려동물을 판매하기 위해 동물판매업 허가를 신청하려고 하는데, 영업장의 시설 명세 및 배치도는 어떤 형식으로 제출해야 하나요?"
동물판매업(일반) 허가 신청,"2. 동물판매업 허가 신청을 위해 사업계획서를 작성할 때, 어떤 내용을 반드시 포함해야 하는지 궁금합니다."
동물판매업(일반) 허가 신청,3. 동물판매업 허가를 받기 위해 필요한 구비서류 중 주민등록표 초본은 어떻게 발급받아야 하나요?
동물판매업(일반) 허가 신청,"4. 동물판매업 허가 신청 시, 영업허가 건별 수수료가 1만원이라고 하는데, 이 수수료는 언제 납부해야 하나요?"
동물판매업(일반) 허가 신청,5. 동물판매업 허가를 신청하기 위해 인터넷으로 접수하려면 어떤 절차를 따라야 하는지 알고 싶습니다.
동물등록 신청·변경신고,"1. 제가 기르는 개의 동물등록을 새로 신청하고 싶은데, 동물등록 신청서를 어디서 받을 수 있나요?"
동물등록 신청·변경신고,"2. 반려견의 주소지 변경으로 동물등록 변경신고를 하려고 하는데, 별도의 수수료가 발생하나요?"
동물등록 신청·변경신고,3. 동물등록증을 분실하여 신규로 동물등록 신청을 하려면 무선식별장치 체내삽입 수수료는 얼마인지 알고 싶습니다.
동물등록 신청·변경신고,"4. 반려견의 폐사가 발생했는데, 동물등록 변경신고를 하려면 어떤 증명서류를 제출해야 하나요?"
동물등록 신청·변경신고,"5. 동물등록 신청을 위해 방문 접수를 하려면, 동물복지정책과의 운영시간은 어떻게 되나요?"
동물장묘업 허가증 재발급,"1. 동물장묘업 허가증을 잃어버려서 재발급을 받고 싶은데, 어떤 절차를 따라야 하나요?"
동물장묘업 허가증 재발급,"2. 동물장묘업 허가증 재발급 신청서를 제출할 때, 수수료는 얼마인지 알고 싶습니다."
동물장묘업 허가증 재발급,"3. 동물장묘업 허가증을 재발급 받으려면 방문, 우편, 인터넷 중 어떤 방법으로 신청하는 것이 가장 효율적인가요?"
동물장묘업 허가증 재발급,"4. 동물장묘업 허가증 재발급을 위해 필요한 구비서류가 없다고 들었는데, 이 경우에도 신청이 가능한가요?"
동물장묘업 허가증 재발급,5. 동물장묘업 허가증 재발급 신청을 위해 별지서식 22호를 어디서 받을 수 있는지 궁금합니다.
동물판매업(일반) 변경허가신청,"1. 동물판매업 변경허가를 신청하려고 하는데, 변경허가 신청서 외에 어떤 서류를 제출해야 하는지 궁금합니다."
동물판매업(일반) 변경허가신청,"2. 제가 운영하는 동물판매업의 일부 사항을 변경하고자 하는데, 경미한 사항이라면 변경신고를 통해 신고해야 하는지, 아니면 변경허가를 받아야 하는지 어떻게 판단할 수 있을까요?"
동물판매업(일반) 변경허가신청,"3. 동물판매업의 변경허가를 신청할 때, 수수료가 얼마인지 알고 싶습니다. 변경허가와 변경신고의 수수료는 어떻게 다른가요?"
동물판매업(일반) 변경허가신청,4. 동물판매업의 변경허가 신청을 위해 필요한 구비서류 중에서 허가증 외에 어떤 서류를 제출해야 하는지 자세히 알고 싶습니다.
동물판매업(일반) 변경허가신청,"5. 동물판매업 변경허가 신청을 위해 방문 접수를 하려면, 어떤 절차를 따라야 하고, 처리 기간은 얼마나 걸리는지 궁금합니다."
국가공무원 임용시험 합격증명서 교부,"1. 국가공무원 임용시험에 합격했는데, 합격증명서를 발급받으려면 어떤 절차를 따라야 하나요?"
국가공무원 임용시험 합격증명서 교부,2. 인사혁신처의 공개채용과에 방문하여 국가공무원 임용시험 합격증명서를 신청할 때 필요한 서류가 있나요?
국가공무원 임용시험 합격증명서 교부,"3. 인터넷을 통해 국가공무원 임용시험 합격증명서를 발급받고 싶은데, 수수료가 무료라고 들었는데 맞나요?"
국가공무원 임용시험 합격증명서 교부,"4. 대리인을 통해 국가공무원 임용시험 합격증명서를 신청할 수 있는지, 대리인 신청 시 필요한 서류가 무엇인지 궁금합니다."
국가공무원 임용시험 합격증명서 교부,"5. 국가공무원 임용시험 합격증명서 교부를 신청할 때, 수수료가 200원이라고 했는데, 이 수수료는 어떻게 지불하나요?"
지정된 운항구역외에서 예외적으로 인정되는 운항신고,"1. 평수구역의 동력수상레저기구를 운항 중인데, 지정된 운항구역 외에서 예외적으로 인정되는 운항신고를 하려면 어떤 절차를 따라야 하나요?"
지정된 운항구역외에서 예외적으로 인정되는 운항신고,2. 연해구역 이상으로 지정받은 동력수상레저기구와 500미터 이내에서 운항하기 위해 지정된 운항구역 외에서 예외적으로 인정되는 운항신고를 하려면 어떤 서식을 사용해야 하나요?
지정된 운항구역외에서 예외적으로 인정되는 운항신고,"3. 동력수상레저기구의 운항구역 준수 예외를 인정받기 위해 해양경찰청 수상레저과에 방문하여 신고할 때, 특별히 준비해야 할 서류가 있나요?"
지정된 운항구역외에서 예외적으로 인정되는 운항신고,"4. 지정된 운항구역 외에서 예외적으로 인정되는 운항신고를 인터넷으로 신청하려고 하는데, 어떤 절차를 따라야 하는지 궁금합니다."
지정된 운항구역외에서 예외적으로 인정되는 운항신고,"5. 평수구역의 동력수상레저기구를 운항하고 있는데, 수수료가 없다고 들었어요. 그렇다면 운항신고를 할 때 추가 비용이 발생하지 않는 건가요?"
동력수상레저기구 조종면허 증명 신청,"1. 동력수상레저기구 조종면허증을 잃어버렸는데, 재발급 신청을 하려면 어떤 절차를 따라야 하나요?"
동력수상레저기구 조종면허 증명 신청,2. 동력수상레저기구 조종면허증을 재발급 받는 동안 수상레저 활동을 계속할 수 있는 증명서를 어떻게 발급받을 수 있나요?
동력수상레저기구 조종면허 증명 신청,"3. 동력수상레저기구 조종면허증을 재발급 신청할 때, 대리인으로 신청할 경우 필요한 서류가 있나요?"
동력수상레저기구 조종면허 증명 신청,"4. 동력수상레저기구 조종면허증의 재발급 신청은 해양경찰청 수상레저과에 직접 방문해야 하나요, 아니면 인터넷으로도 가능하나요?"
동력수상레저기구 조종면허 증명 신청,"5. 동력수상레저기구 조종면허증 재발급 신청 시 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있나요?"
동력수상레저기구 등록 수정 신청,"1. 동력수상레저기구 등록에 착오가 있어 수정 신청을 하려는데, 어떤 증명 서류를 준비해야 하는지 궁금합니다."
동력수상레저기구 등록 수정 신청,"2. 제가 소유한 동력수상레저기구 등록에 누락된 정보가 있어 경정 신청을 하고 싶은데, 방문 접수는 어디에서 해야 하나요?"
동력수상레저기구 등록 수정 신청,"3. 동력수상레저기구 등록 수정 신청을 위해 제3자의 승낙서가 필요한 경우, 이 서류는 어떻게 작성해야 하는지 알고 싶습니다."
동력수상레저기구 등록 수정 신청,"4. 동력수상레저기구 등록 경정신청서를 제출하려고 하는데, 수수료가 없다고 들었어요. 그럼 다른 비용이 발생하는지 궁금합니다."
동력수상레저기구 등록 수정 신청,"5. 동력수상레저기구 등록 수정 신청을 위해 필요한 구비서류를 모두 준비했는데, 신청서 양식은 어디에서 받을 수 있을까요?"
해양오염방제 자재·약제 형식승인(형식승인대상외 자재·약제 성능인증) 지위승계 신고,"1. 해양오염방제 자재의 형식승인을 받은 업체가 합병을 통해 지위를 승계하려고 하는데, 어떤 서류를 제출해야 하나요?"
해양오염방제 자재·약제 형식승인(형식승인대상외 자재·약제 성능인증) 지위승계 신고,"2. 제가 상속받은 해양오염방제 약제의 형식승인증서를 지위 승계 신고를 위해 제출하려고 하는데, 가족관계증명서 외에 어떤 추가 서류가 필요한가요?"
해양오염방제 자재·약제 형식승인(형식승인대상외 자재·약제 성능인증) 지위승계 신고,"3. 해양오염방제 자재의 성능인증을 양수한 경우, 양도·양수 증명 서류는 어떻게 준비해야 하나요?"
해양오염방제 자재·약제 형식승인(형식승인대상외 자재·약제 성능인증) 지위승계 신고,"4. 해양경찰청에 해양오염방제 자재의 형식승계 신고를 하려면, 방문 접수 시 어떤 서류를 직접 가져가야 하나요?"
해양오염방제 자재·약제 형식승인(형식승인대상외 자재·약제 성능인증) 지위승계 신고,"5. 해양오염방제 약제의 형식승인대상 외 성능인증을 받은 자의 지위 승계를 신고하고 싶은데, 수수료가 없다고 하니 비용 부담은 없나요?"
"(경찰제복, 경찰장비)제조·판매업 (변경)등록 및 재발급","1. 경찰제복 및 경찰장비 제조·판매업 등록을 하려는데, 직접생산확인증명서 외에 어떤 서류가 필요한가요?"
"(경찰제복, 경찰장비)제조·판매업 (변경)등록 및 재발급","2. 경찰제복 및 경찰장비 제조·판매업의 변경등록을 신청하려고 하는데, 변경등록 사항을 확인할 수 있는 서류는 무엇인지 궁금합니다."
"(경찰제복, 경찰장비)제조·판매업 (변경)등록 및 재발급",3. 경찰제복 및 경찰장비 제조·판매업 재발급 신청을 하려면 훼손된 등록증 외에 추가로 제출해야 할 서류가 있는지 알고 싶습니다.
"(경찰제복, 경찰장비)제조·판매업 (변경)등록 및 재발급","4. 경찰제복 및 경찰장비 제조·판매업 등록 신청서를 제출할 때, 사설도면과 같은 판매시설 바닥면적을 확인할 수 있는 서류는 어떻게 준비해야 하나요?"
"(경찰제복, 경찰장비)제조·판매업 (변경)등록 및 재발급","5. 경찰제복 및 경찰장비 제조·판매업 등록을 위해 지방해양경찰청에 방문할 때, 신청서 외에 어떤 구비서류를 함께 가져가야 하는지 안내받고 싶습니다."
"(민간해양구조대원, 수난구호민간인) 출동수당 등 신청","1. 민간해양구조대원으로 해양구조에 참여했는데, 출동수당을 신청하려면 어떤 서류를 준비해야 하나요?"
"(민간해양구조대원, 수난구호민간인) 출동수당 등 신청",2. 해양구조에 참여한 국민으로서 출동수당을 받기 위해 필요한 증빙서류는 무엇인지 알고 싶습니다.
"(민간해양구조대원, 수난구호민간인) 출동수당 등 신청","3. 출동수당 신청을 위해 해양경찰청에 방문할 때, 신청서 외에 어떤 추가 서류를 제출해야 하는지 궁금합니다."
"(민간해양구조대원, 수난구호민간인) 출동수당 등 신청","4. 민간해양구조대원으로서 출동수당을 신청할 때, 선박의 소유자를 증명하는 서류는 어떻게 준비해야 하나요?"
"(민간해양구조대원, 수난구호민간인) 출동수당 등 신청","5. 해양구조에 참여한 후 출동수당을 신청하려고 하는데, 처리 기간이 30일이라고 들었는데, 이 기간 동안 어떤 절차가 진행되는지 설명해 주실 수 있나요?"
수난구호 종사명령 보상금(치료) 신청,"1. 수난구호 종사명령에 따라 부상을 입은 경우, 병원진료확인서를 제출해야 하는데, 이 서류 외에 추가로 필요한 서류가 있는지 궁금합니다."
수난구호 종사명령 보상금(치료) 신청,"2. 수난구호 종사명령으로 사망한 경우, 사망진단서와 유족임을 증명하는 서류를 제출해야 하는데, 이 서류들은 어떤 형식으로 준비해야 하나요?"
수난구호 종사명령 보상금(치료) 신청,"3. 수난구호 종사명령 보상금(치료) 신청을 위해 해양경찰청 수색구조과에 방문하려고 하는데, 접수 시 필요한 신청서 양식은 어디에서 받을 수 있나요?"
수난구호 종사명령 보상금(치료) 신청,"4. 수난구호 종사명령에 따른 치료비를 청구하려고 하는데, 보상금 지급이 완료되기까지 소요되는 총 60일의 처리 기간은 어떻게 계산되는지 알고 싶습니다."
수난구호 종사명령 보상금(치료) 신청,"5. 수난구호 종사명령 보상금(치료) 신청 시, 외국인인 경우 신원을 확인할 수 있는 서류는 어떤 것들이 필요한지 구체적으로 알고 싶습니다."
수난구호비용 청구,"1. 수난구호비용 청구를 하려고 하는데, 물건이나 시설의 권리자임을 증명하는 서류는 어떤 종류가 필요한가요?"
수난구호비용 청구,"2. 수난구호비용 청구를 위해 수상에서의 수색 구조 법률에 따른 청구서를 작성할 때, 수난구호비용의 산출근거는 어떻게 준비해야 하나요?"
수난구호비용 청구,"3. 수난구호비용 청구를 위해 해양경찰청 수색구조과에 방문할 때, 어떤 서류를 반드시 지참해야 하나요?"
수난구호비용 청구,"4. 수난구호비용 청구를 신청할 때, 본인이 아닌 대리인이 신청할 경우 어떤 절차를 따라야 하나요?"
수난구호비용 청구,"5. 수난구호비용 청구를 접수한 후 처리 기간이 30일이라고 하는데, 이 과정에서 추가로 필요한 서류가 발생할 수 있나요?"
"수상구조사 보수교육(사전이수, 연기) 신청","1. 수상구조사 보수교육을 갱신기간 내에 이수하지 못했는데, 사전이수 신청을 하려면 어떤 서류를 제출해야 하나요?"
"수상구조사 보수교육(사전이수, 연기) 신청","2. 특별한 사유로 인해 수상구조사 보수교육을 연기하고 싶은데, 사유를 증명할 수 있는 서류는 어떤 것이 필요한가요?"
